"","index","id","name","date","record_identifier","status_of_system","maximum_sustained_wind_knots","maximum_pressure","year.x","anomaly"
"3885",47600,"AL052012","ERNESTO",2012-08-09,"","TS",55,993,2012,0.73079
"3886",47601,"AL052012","ERNESTO",2012-08-09,"","TS",60,992,2012,0.73079
"3887",47602,"AL052012","ERNESTO",2012-08-09,"","TS",55,989,2012,0.73079
"3888",47603,"AL052012","ERNESTO",2012-08-09,"L","TS",55,989,2012,0.73079
"3889",47604,"AL052012","ERNESTO",2012-08-09,"","TS",50,993,2012,0.73079
"3890",47605,"AL052012","ERNESTO",2012-08-10,"","TS",40,997,2012,0.73079
"3891",47606,"AL052012","ERNESTO",2012-08-10,"","TS",30,1002,2012,0.73079
"3892",47607,"AL062012","FLORENCE",2012-08-03,"","TS",25,1011,2012,0.73079
"3893",47608,"AL062012","FLORENCE",2012-08-03,"","TS",30,1010,2012,0.73079
"3894",47609,"AL062012","FLORENCE",2012-08-03,"","TS",30,1009,2012,0.73079
"3895",47610,"AL062012","FLORENCE",2012-08-04,"","TS",30,1009,2012,0.73079
"3896",47611,"AL062012","FLORENCE",2012-08-04,"","TS",35,1007,2012,0.73079
"3897",47612,"AL062012","FLORENCE",2012-08-04,"","TS",40,1005,2012,0.73079
"3898",47613,"AL062012","FLORENCE",2012-08-04,"","TS",45,1003,2012,0.73079
"3899",47614,"AL062012","FLORENCE",2012-08-05,"","TS",50,1002,2012,0.73079
"3900",47615,"AL062012","FLORENCE",2012-08-05,"","TS",50,1002,2012,0.73079
"3901",47616,"AL062012","FLORENCE",2012-08-05,"","TS",45,1004,2012,0.73079
"3902",47617,"AL062012","FLORENCE",2012-08-05,"","TS",45,1005,2012,0.73079
"3903",47618,"AL062012","FLORENCE",2012-08-06,"","TS",35,1008,2012,0.73079
"3904",47619,"AL062012","FLORENCE",2012-08-06,"","TS",30,1009,2012,0.73079
"3905",47620,"AL062012","FLORENCE",2012-08-06,"","TS",30,1009,2012,0.73079
"3906",47621,"AL062012","FLORENCE",2012-08-06,"","TS",30,1009,2012,0.73079
"3907",47622,"AL062012","FLORENCE",2012-08-07,"","TS",25,1010,2012,0.73079
"3908",47623,"AL062012","FLORENCE",2012-08-07,"","TS",25,1010,2012,0.73079
"3909",47624,"AL062012","FLORENCE",2012-08-07,"","TS",25,1010,2012,0.73079
"3910",47625,"AL062012","FLORENCE",2012-08-07,"","TS",25,1011,2012,0.73079
"3911",47626,"AL062012","FLORENCE",2012-08-08,"","TS",25,1011,2012,0.73079
"3912",47627,"AL062012","FLORENCE",2012-08-08,"","TS",25,1011,2012,0.73079
"3913",47628,"AL072012","HELENE",2012-08-09,"","TS",30,1010,2012,0.73079
"3914",47629,"AL072012","HELENE",2012-08-10,"","TS",30,1009,2012,0.73079
"3915",47630,"AL072012","HELENE",2012-08-10,"","TS",30,1008,2012,0.73079
"3916",47631,"AL072012","HELENE",2012-08-10,"","TS",30,1009,2012,0.73079
"3917",47632,"AL072012","HELENE",2012-08-10,"","TS",30,1009,2012,0.73079
"3918",47633,"AL072012","HELENE",2012-08-11,"","TS",30,1009,2012,0.73079
"3919",47634,"AL072012","HELENE",2012-08-11,"","TS",30,1009,2012,0.73079
"3920",47635,"AL072012","HELENE",2012-08-11,"","TS",30,1011,2012,0.73079
"3921",47636,"AL072012","HELENE",2012-08-11,"","TS",30,1011,2012,0.73079
"3922",47637,"AL072012","HELENE",2012-08-12,"","TS",30,1011,2012,0.73079
"3923",47638,"AL072012","HELENE",2012-08-12,"","TS",30,1011,2012,0.73079
"3924",47639,"AL072012","HELENE",2012-08-12,"","TS",30,1011,2012,0.73079
"3925",47640,"AL072012","HELENE",2012-08-12,"","TS",30,1010,2012,0.73079
"3926",47641,"AL072012","HELENE",2012-08-13,"","TS",30,1009,2012,0.73079
"3927",47642,"AL072012","HELENE",2012-08-13,"","TS",30,1009,2012,0.73079
"3928",47643,"AL072012","HELENE",2012-08-13,"","TS",30,1008,2012,0.73079
"3929",47644,"AL072012","HELENE",2012-08-13,"","TS",30,1008,2012,0.73079
"3930",47645,"AL072012","HELENE",2012-08-14,"","TS",30,1008,2012,0.73079
"3931",47646,"AL072012","HELENE",2012-08-14,"","TS",30,1009,2012,0.73079
"3932",47647,"AL072012","HELENE",2012-08-14,"","TS",30,1009,2012,0.73079
"3933",47648,"AL072012","HELENE",2012-08-14,"","TS",30,1009,2012,0.73079
"3934",47649,"AL072012","HELENE",2012-08-15,"","TS",30,1010,2012,0.73079
"3935",47650,"AL072012","HELENE",2012-08-15,"","TS",30,1010,2012,0.73079
"3936",47651,"AL072012","HELENE",2012-08-15,"","TS",30,1011,2012,0.73079
"3937",47652,"AL072012","HELENE",2012-08-15,"","TS",25,1011,2012,0.73079
"3938",47653,"AL072012","HELENE",2012-08-16,"","TS",25,1011,2012,0.73079
"3939",47654,"AL072012","HELENE",2012-08-16,"","TS",25,1011,2012,0.73079
"3940",47655,"AL072012","HELENE",2012-08-16,"","TS",25,1011,2012,0.73079
"3941",47656,"AL072012","HELENE",2012-08-16,"","TS",25,1011,2012,0.73079
"3942",47657,"AL072012","HELENE",2012-08-17,"","TS",25,1011,2012,0.73079
"3943",47658,"AL072012","HELENE",2012-08-17,"","TS",25,1011,2012,0.73079
"3944",47659,"AL072012","HELENE",2012-08-17,"","TS",30,1009,2012,0.73079
"3945",47660,"AL072012","HELENE",2012-08-17,"","TS",40,1004,2012,0.73079
"3946",47661,"AL072012","HELENE",2012-08-18,"","TS",35,1006,2012,0.73079
"3947",47662,"AL072012","HELENE",2012-08-18,"","TS",30,1007,2012,0.73079
"3948",47663,"AL072012","HELENE",2012-08-18,"L","TS",30,1008,2012,0.73079
"3949",47664,"AL072012","HELENE",2012-08-18,"","TS",25,1009,2012,0.73079
"3950",47665,"AL072012","HELENE",2012-08-19,"","TS",25,1009,2012,0.73079
"3951",47666,"AL082012","GORDON",2012-08-15,"","TS",30,1013,2012,0.73079
"3952",47667,"AL082012","GORDON",2012-08-15,"","TS",30,1012,2012,0.73079
"3953",47668,"AL082012","GORDON",2012-08-16,"","TS",35,1010,2012,0.73079
"3954",47669,"AL082012","GORDON",2012-08-16,"","TS",40,1009,2012,0.73079
"3955",47670,"AL082012","GORDON",2012-08-16,"","TS",45,1006,2012,0.73079
"3956",47671,"AL082012","GORDON",2012-08-16,"","TS",55,998,2012,0.73079
"3957",47672,"AL082012","GORDON",2012-08-17,"","TS",60,995,2012,0.73079
"3958",47673,"AL082012","GORDON",2012-08-17,"","TS",55,998,2012,0.73079
"3959",47674,"AL082012","GORDON",2012-08-17,"","TS",55,997,2012,0.73079
"3960",47675,"AL082012","GORDON",2012-08-17,"","TS",55,993,2012,0.73079
"3961",47676,"AL082012","GORDON",2012-08-18,"","TS",60,990,2012,0.73079
"3962",47677,"AL082012","GORDON",2012-08-18,"","HU",65,987,2012,0.73079
"3963",47678,"AL082012","GORDON",2012-08-18,"","HU",75,979,2012,0.73079
"3964",47679,"AL082012","GORDON",2012-08-18,"","HU",90,969,2012,0.73079
"3965",47680,"AL082012","GORDON",2012-08-19,"","HU",95,965,2012,0.73079
"3966",47681,"AL082012","GORDON",2012-08-19,"","HU",90,969,2012,0.73079
"3967",47682,"AL082012","GORDON",2012-08-19,"","HU",90,969,2012,0.73079
"3968",47683,"AL082012","GORDON",2012-08-19,"","HU",80,977,2012,0.73079
"3969",47684,"AL082012","GORDON",2012-08-20,"","HU",70,981,2012,0.73079
"3970",47685,"AL082012","GORDON",2012-08-20,"L","HU",65,984,2012,0.73079
"3971",47686,"AL082012","GORDON",2012-08-20,"","HU",65,984,2012,0.73079
"3972",47687,"AL082012","GORDON",2012-08-20,"","TS",60,990,2012,0.73079
"3973",47688,"AL082012","GORDON",2012-08-20,"","TS",45,996,2012,0.73079
"3974",47689,"AL082012","GORDON",2012-08-21,"","TS",40,1000,2012,0.73079
"3975",47690,"AL082012","GORDON",2012-08-21,"","TS",40,1002,2012,0.73079
"3976",47691,"AL082012","GORDON",2012-08-21,"","TS",30,1004,2012,0.73079
"3977",47692,"AL092012","ISAAC",2012-08-20,"","TS",25,1010,2012,0.73079
"3978",47693,"AL092012","ISAAC",2012-08-20,"","TS",30,1009,2012,0.73079
"3979",47694,"AL092012","ISAAC",2012-08-21,"","TS",30,1008,2012,0.73079
"3980",47695,"AL092012","ISAAC",2012-08-21,"","TS",30,1007,2012,0.73079
"3981",47696,"AL092012","ISAAC",2012-08-21,"","TS",30,1006,2012,0.73079
"3982",47697,"AL092012","ISAAC",2012-08-21,"","TS",35,1005,2012,0.73079
"3983",47698,"AL092012","ISAAC",2012-08-22,"","TS",40,1004,2012,0.73079
"3984",47699,"AL092012","ISAAC",2012-08-22,"","TS",45,1003,2012,0.73079
"3985",47700,"AL092012","ISAAC",2012-08-22,"","TS",45,1004,2012,0.73079
"3986",47701,"AL092012","ISAAC",2012-08-22,"","TS",45,1004,2012,0.73079
"3987",47702,"AL092012","ISAAC",2012-08-23,"","TS",45,1004,2012,0.73079
"3988",47703,"AL092012","ISAAC",2012-08-23,"","TS",45,1004,2012,0.73079
"3989",47704,"AL092012","ISAAC",2012-08-23,"","TS",45,1003,2012,0.73079
"3990",47705,"AL092012","ISAAC",2012-08-23,"","TS",45,1003,2012,0.73079
"3991",47706,"AL092012","ISAAC",2012-08-24,"","TS",45,1002,2012,0.73079
"3992",47707,"AL092012","ISAAC",2012-08-24,"","TS",45,998,2012,0.73079
"3993",47708,"AL092012","ISAAC",2012-08-24,"","TS",50,995,2012,0.73079
"3994",47709,"AL092012","ISAAC",2012-08-24,"","TS",55,993,2012,0.73079
"3995",47710,"AL092012","ISAAC",2012-08-25,"","TS",55,992,2012,0.73079
"3996",47711,"AL092012","ISAAC",2012-08-25,"L","TS",55,991,2012,0.73079
"3997",47712,"AL092012","ISAAC",2012-08-25,"","TS",50,997,2012,0.73079
"3998",47713,"AL092012","ISAAC",2012-08-25,"L","TS",50,997,2012,0.73079
"3999",47714,"AL092012","ISAAC",2012-08-25,"","TS",50,997,2012,0.73079
"4000",47715,"AL092012","ISAAC",2012-08-26,"","TS",50,997,2012,0.73079
"4001",47716,"AL092012","ISAAC",2012-08-26,"","TS",55,995,2012,0.73079
"4002",47717,"AL092012","ISAAC",2012-08-26,"","TS",55,995,2012,0.73079
"4003",47718,"AL092012","ISAAC",2012-08-26,"","TS",50,992,2012,0.73079
"4004",47719,"AL092012","ISAAC",2012-08-27,"","TS",50,990,2012,0.73079
"4005",47720,"AL092012","ISAAC",2012-08-27,"","TS",50,989,2012,0.73079
"4006",47721,"AL092012","ISAAC",2012-08-27,"","TS",55,987,2012,0.73079
"4007",47722,"AL092012","ISAAC",2012-08-27,"","TS",60,982,2012,0.73079
"4008",47723,"AL092012","ISAAC",2012-08-28,"","TS",60,979,2012,0.73079
"4009",47724,"AL092012","ISAAC",2012-08-28,"","TS",60,978,2012,0.73079
"4010",47725,"AL092012","ISAAC",2012-08-28,"","HU",65,975,2012,0.73079
"4011",47726,"AL092012","ISAAC",2012-08-28,"","HU",70,972,2012,0.73079
"4012",47727,"AL092012","ISAAC",2012-08-29,"L","HU",70,967,2012,0.73079
"4013",47728,"AL092012","ISAAC",2012-08-29,"T","HU",70,965,2012,0.73079
"4014",47729,"AL092012","ISAAC",2012-08-29,"","HU",70,966,2012,0.73079
"4015",47730,"AL092012","ISAAC",2012-08-29,"L","HU",70,966,2012,0.73079
"4016",47731,"AL092012","ISAAC",2012-08-29,"","HU",65,968,2012,0.73079
"4017",47732,"AL092012","ISAAC",2012-08-29,"","TS",60,973,2012,0.73079
"4018",47733,"AL092012","ISAAC",2012-08-30,"","TS",55,977,2012,0.73079
"4019",47734,"AL092012","ISAAC",2012-08-30,"","TS",55,982,2012,0.73079
"4020",47735,"AL092012","ISAAC",2012-08-30,"","TS",45,987,2012,0.73079
"4021",47736,"AL092012","ISAAC",2012-08-30,"","TS",35,993,2012,0.73079
"4022",47737,"AL092012","ISAAC",2012-08-31,"","TS",30,998,2012,0.73079
"4023",47738,"AL092012","ISAAC",2012-08-31,"","TS",25,1000,2012,0.73079
"4024",47739,"AL092012","ISAAC",2012-08-31,"","TS",20,1001,2012,0.73079
"4025",47740,"AL092012","ISAAC",2012-08-31,"","TS",20,1003,2012,0.73079
"4026",47741,"AL092012","ISAAC",2012-09-01,"","TS",20,1004,2012,0.70662
"4027",47742,"AL092012","ISAAC",2012-09-01,"","TS",20,1005,2012,0.70662
"4028",47743,"AL102012","JOYCE",2012-08-21,"","TS",25,1011,2012,0.73079
"4029",47744,"AL102012","JOYCE",2012-08-22,"","TS",25,1011,2012,0.73079
"4030",47745,"AL102012","JOYCE",2012-08-22,"","TS",25,1011,2012,0.73079
"4031",47746,"AL102012","JOYCE",2012-08-22,"","TS",30,1009,2012,0.73079
"4032",47747,"AL102012","JOYCE",2012-08-22,"","TS",30,1009,2012,0.73079
"4033",47748,"AL102012","JOYCE",2012-08-23,"","TS",30,1009,2012,0.73079
"4034",47749,"AL102012","JOYCE",2012-08-23,"","TS",30,1009,2012,0.73079
"4035",47750,"AL102012","JOYCE",2012-08-23,"","TS",35,1007,2012,0.73079
"4036",47751,"AL102012","JOYCE",2012-08-23,"","TS",35,1006,2012,0.73079
"4037",47752,"AL102012","JOYCE",2012-08-24,"","TS",30,1008,2012,0.73079
"4038",47753,"AL102012","JOYCE",2012-08-24,"","TS",30,1008,2012,0.73079
"4039",47754,"AL102012","JOYCE",2012-08-24,"","TS",30,1009,2012,0.73079
"4040",47755,"AL112012","KIRK",2012-08-28,"","TS",30,1007,2012,0.73079
"4041",47756,"AL112012","KIRK",2012-08-29,"","TS",40,1004,2012,0.73079
"4042",47757,"AL112012","KIRK",2012-08-29,"","TS",40,1003,2012,0.73079
"4043",47758,"AL112012","KIRK",2012-08-29,"","TS",45,1001,2012,0.73079
"4044",47759,"AL112012","KIRK",2012-08-29,"","TS",45,999,2012,0.73079
"4045",47760,"AL112012","KIRK",2012-08-30,"","TS",50,995,2012,0.73079
"4046",47761,"AL112012","KIRK",2012-08-30,"","TS",55,992,2012,0.73079
"4047",47762,"AL112012","KIRK",2012-08-30,"","HU",65,989,2012,0.73079
"4048",47763,"AL112012","KIRK",2012-08-30,"","HU",75,985,2012,0.73079
"4049",47764,"AL112012","KIRK",2012-08-31,"","HU",80,981,2012,0.73079
"4050",47765,"AL112012","KIRK",2012-08-31,"","HU",90,970,2012,0.73079
"4051",47766,"AL112012","KIRK",2012-08-31,"","HU",90,972,2012,0.73079
"4052",47767,"AL112012","KIRK",2012-08-31,"","HU",80,980,2012,0.73079
"4053",47768,"AL112012","KIRK",2012-09-01,"","HU",70,988,2012,0.70662
"4054",47769,"AL112012","KIRK",2012-09-01,"","HU",65,990,2012,0.70662
"4055",47770,"AL112012","KIRK",2012-09-01,"","TS",60,992,2012,0.70662
"4056",47771,"AL112012","KIRK",2012-09-01,"","TS",55,996,2012,0.70662
"4057",47772,"AL112012","KIRK",2012-09-02,"","TS",55,998,2012,0.70662
"4058",47773,"AL112012","KIRK",2012-09-02,"","TS",50,1001,2012,0.70662
"4059",47774,"AL112012","KIRK",2012-09-02,"","TS",50,1002,2012,0.70662
"4060",47775,"AL112012","KIRK",2012-09-02,"","TS",45,1002,2012,0.70662
"4061",47776,"AL112012","KIRK",2012-09-03,"","TS",45,1002,2012,0.70662
"4062",47777,"AL122012","LESLIE",2012-08-28,"","TS",20,1010,2012,0.73079
"4063",47778,"AL122012","LESLIE",2012-08-28,"","TS",20,1010,2012,0.73079
"4064",47779,"AL122012","LESLIE",2012-08-29,"","TS",25,1009,2012,0.73079
"4065",47780,"AL122012","LESLIE",2012-08-29,"","TS",25,1009,2012,0.73079
"4066",47781,"AL122012","LESLIE",2012-08-29,"","TS",25,1009,2012,0.73079
"4067",47782,"AL122012","LESLIE",2012-08-29,"","TS",25,1008,2012,0.73079
"4068",47783,"AL122012","LESLIE",2012-08-30,"","TS",30,1007,2012,0.73079
"4069",47784,"AL122012","LESLIE",2012-08-30,"","TS",30,1006,2012,0.73079
"4070",47785,"AL122012","LESLIE",2012-08-30,"","TS",35,1005,2012,0.73079
"4071",47786,"AL122012","LESLIE",2012-08-30,"","TS",40,1004,2012,0.73079
"4072",47787,"AL122012","LESLIE",2012-08-31,"","TS",45,1002,2012,0.73079
"4073",47788,"AL122012","LESLIE",2012-08-31,"","TS",50,1001,2012,0.73079
"4074",47789,"AL122012","LESLIE",2012-08-31,"","TS",55,999,2012,0.73079
"4075",47790,"AL122012","LESLIE",2012-08-31,"","TS",55,999,2012,0.73079
"4076",47791,"AL122012","LESLIE",2012-09-01,"","TS",60,998,2012,0.70662
"4077",47792,"AL122012","LESLIE",2012-09-01,"","TS",60,996,2012,0.70662
"4078",47793,"AL122012","LESLIE",2012-09-01,"","TS",60,995,2012,0.70662
"4079",47794,"AL122012","LESLIE",2012-09-01,"","TS",60,994,2012,0.70662
"4080",47795,"AL122012","LESLIE",2012-09-02,"","TS",60,994,2012,0.70662
"4081",47796,"AL122012","LESLIE",2012-09-02,"","TS",55,995,2012,0.70662
"4082",47797,"AL122012","LESLIE",2012-09-02,"","TS",50,997,2012,0.70662
"4083",47798,"AL122012","LESLIE",2012-09-02,"","TS",50,997,2012,0.70662
"4084",47799,"AL122012","LESLIE",2012-09-03,"","TS",50,997,2012,0.70662
"4085",47800,"AL122012","LESLIE",2012-09-03,"","TS",50,996,2012,0.70662
"4086",47801,"AL122012","LESLIE",2012-09-03,"","TS",50,993,2012,0.70662
"4087",47802,"AL122012","LESLIE",2012-09-03,"","TS",55,990,2012,0.70662
"4088",47803,"AL122012","LESLIE",2012-09-04,"","TS",60,989,2012,0.70662
"4089",47804,"AL122012","LESLIE",2012-09-04,"","TS",60,988,2012,0.70662
"4090",47805,"AL122012","LESLIE",2012-09-04,"","TS",60,988,2012,0.70662
"4091",47806,"AL122012","LESLIE",2012-09-04,"","TS",60,988,2012,0.70662
"4092",47807,"AL122012","LESLIE",2012-09-05,"","TS",60,988,2012,0.70662
"4093",47808,"AL122012","LESLIE",2012-09-05,"","HU",65,985,2012,0.70662
"4094",47809,"AL122012","LESLIE",2012-09-05,"","HU",70,982,2012,0.70662
"4095",47810,"AL122012","LESLIE",2012-09-05,"","HU",70,982,2012,0.70662
"4096",47811,"AL122012","LESLIE",2012-09-06,"","HU",65,984,2012,0.70662
"4097",47812,"AL122012","LESLIE",2012-09-06,"","HU",65,984,2012,0.70662
"4098",47813,"AL122012","LESLIE",2012-09-06,"","HU",65,983,2012,0.70662
"4099",47814,"AL122012","LESLIE",2012-09-06,"","HU",65,982,2012,0.70662
"4100",47815,"AL122012","LESLIE",2012-09-07,"","HU",65,982,2012,0.70662
"4101",47816,"AL122012","LESLIE",2012-09-07,"","HU",65,982,2012,0.70662
"4102",47817,"AL122012","LESLIE",2012-09-07,"","TS",60,981,2012,0.70662
"4103",47818,"AL122012","LESLIE",2012-09-07,"","TS",60,981,2012,0.70662
"4104",47819,"AL122012","LESLIE",2012-09-08,"","TS",60,983,2012,0.70662
"4105",47820,"AL122012","LESLIE",2012-09-08,"","TS",55,985,2012,0.70662
"4106",47821,"AL122012","LESLIE",2012-09-08,"","TS",55,987,2012,0.70662
"4107",47822,"AL122012","LESLIE",2012-09-08,"","TS",55,988,2012,0.70662
"4108",47823,"AL122012","LESLIE",2012-09-09,"","TS",55,988,2012,0.70662
"4109",47824,"AL122012","LESLIE",2012-09-09,"","TS",55,988,2012,0.70662
"4110",47825,"AL122012","LESLIE",2012-09-09,"","TS",55,988,2012,0.70662
"4111",47826,"AL122012","LESLIE",2012-09-09,"","TS",55,988,2012,0.70662
"4112",47827,"AL122012","LESLIE",2012-09-10,"","TS",55,988,2012,0.70662
"4113",47828,"AL122012","LESLIE",2012-09-10,"","TS",60,985,2012,0.70662
"4114",47829,"AL122012","LESLIE",2012-09-10,"","HU",65,980,2012,0.70662
"4115",47830,"AL122012","LESLIE",2012-09-10,"","HU",65,975,2012,0.70662
"4116",47831,"AL122012","LESLIE",2012-09-11,"","HU",65,970,2012,0.70662
"4117",47832,"AL122012","LESLIE",2012-09-11,"","HU",65,968,2012,0.70662
"4118",47833,"AL122012","LESLIE",2012-09-11,"S","TS",65,968,2012,0.70662
"4119",47834,"AL122012","LESLIE",2012-09-11,"","TS",65,970,2012,0.70662
"4120",47835,"AL122012","LESLIE",2012-09-11,"","TS",60,972,2012,0.70662
"4121",47836,"AL122012","LESLIE",2012-09-12,"","TS",55,975,2012,0.70662
"4122",47837,"AL132012","MICHAEL",2012-09-02,"","TS",20,1015,2012,0.70662
"4123",47838,"AL132012","MICHAEL",2012-09-02,"","TS",25,1015,2012,0.70662
"4124",47839,"AL132012","MICHAEL",2012-09-02,"","TS",25,1015,2012,0.70662
"4125",47840,"AL132012","MICHAEL",2012-09-02,"","TS",25,1015,2012,0.70662
"4126",47841,"AL132012","MICHAEL",2012-09-03,"","TS",25,1015,2012,0.70662
"4127",47842,"AL132012","MICHAEL",2012-09-03,"","TS",25,1015,2012,0.70662
"4128",47843,"AL132012","MICHAEL",2012-09-03,"","TS",25,1014,2012,0.70662
"4129",47844,"AL132012","MICHAEL",2012-09-03,"","TS",30,1013,2012,0.70662
"4130",47845,"AL132012","MICHAEL",2012-09-04,"","TS",30,1011,2012,0.70662
"4131",47846,"AL132012","MICHAEL",2012-09-04,"","TS",35,1009,2012,0.70662
"4132",47847,"AL132012","MICHAEL",2012-09-04,"","TS",40,1007,2012,0.70662
"4133",47848,"AL132012","MICHAEL",2012-09-04,"","TS",45,1006,2012,0.70662
"4134",47849,"AL132012","MICHAEL",2012-09-05,"","TS",45,1005,2012,0.70662
"4135",47850,"AL132012","MICHAEL",2012-09-05,"","TS",45,1005,2012,0.70662
"4136",47851,"AL132012","MICHAEL",2012-09-05,"","TS",50,1001,2012,0.70662
"4137",47852,"AL132012","MICHAEL",2012-09-05,"","HU",65,992,2012,0.70662
"4138",47853,"AL132012","MICHAEL",2012-09-06,"","HU",80,981,2012,0.70662
"4139",47854,"AL132012","MICHAEL",2012-09-06,"","HU",95,968,2012,0.70662
"4140",47855,"AL132012","MICHAEL",2012-09-06,"","HU",100,964,2012,0.70662
"4141",47856,"AL132012","MICHAEL",2012-09-06,"","HU",95,968,2012,0.70662
"4142",47857,"AL132012","MICHAEL",2012-09-07,"","HU",90,970,2012,0.70662
"4143",47858,"AL132012","MICHAEL",2012-09-07,"","HU",90,970,2012,0.70662
"4144",47859,"AL132012","MICHAEL",2012-09-07,"","HU",90,970,2012,0.70662
"4145",47860,"AL132012","MICHAEL",2012-09-07,"","HU",85,973,2012,0.70662
"4146",47861,"AL132012","MICHAEL",2012-09-08,"","HU",80,977,2012,0.70662
"4147",47862,"AL132012","MICHAEL",2012-09-08,"","HU",80,978,2012,0.70662
"4148",47863,"AL132012","MICHAEL",2012-09-08,"","HU",85,975,2012,0.70662
"4149",47864,"AL132012","MICHAEL",2012-09-08,"","HU",90,972,2012,0.70662
"4150",47865,"AL132012","MICHAEL",2012-09-09,"","HU",90,973,2012,0.70662
"4151",47866,"AL132012","MICHAEL",2012-09-09,"","HU",85,976,2012,0.70662
"4152",47867,"AL132012","MICHAEL",2012-09-09,"","HU",85,976,2012,0.70662
"4153",47868,"AL132012","MICHAEL",2012-09-09,"","HU",80,979,2012,0.70662
"4154",47869,"AL132012","MICHAEL",2012-09-10,"","HU",75,982,2012,0.70662
"4155",47870,"AL132012","MICHAEL",2012-09-10,"","HU",70,985,2012,0.70662
"4156",47871,"AL132012","MICHAEL",2012-09-10,"","HU",70,986,2012,0.70662
"4157",47872,"AL132012","MICHAEL",2012-09-10,"","HU",65,988,2012,0.70662
"4158",47873,"AL132012","MICHAEL",2012-09-11,"","TS",60,991,2012,0.70662
"4159",47874,"AL132012","MICHAEL",2012-09-11,"","TS",55,994,2012,0.70662
"4160",47875,"AL132012","MICHAEL",2012-09-11,"","TS",45,997,2012,0.70662
"4161",47876,"AL132012","MICHAEL",2012-09-11,"","TS",40,1000,2012,0.70662
"4162",47877,"AL132012","MICHAEL",2012-09-12,"","TS",35,1003,2012,0.70662
"4163",47878,"AL132012","MICHAEL",2012-09-12,"","TS",30,1006,2012,0.70662
"4164",47879,"AL142012","NADINE",2012-09-10,"","TS",25,1008,2012,0.70662
"4165",47880,"AL142012","NADINE",2012-09-10,"","TS",25,1007,2012,0.70662
"4166",47881,"AL142012","NADINE",2012-09-11,"","TS",25,1007,2012,0.70662
"4167",47882,"AL142012","NADINE",2012-09-11,"","TS",25,1007,2012,0.70662
"4168",47883,"AL142012","NADINE",2012-09-11,"","TS",30,1006,2012,0.70662
"4169",47884,"AL142012","NADINE",2012-09-11,"","TS",30,1006,2012,0.70662
"4170",47885,"AL142012","NADINE",2012-09-12,"","TS",35,1004,2012,0.70662
"4171",47886,"AL142012","NADINE",2012-09-12,"","TS",45,1001,2012,0.70662
"4172",47887,"AL142012","NADINE",2012-09-12,"","TS",50,997,2012,0.70662
"4173",47888,"AL142012","NADINE",2012-09-12,"","TS",55,994,2012,0.70662
"4174",47889,"AL142012","NADINE",2012-09-13,"","TS",60,990,2012,0.70662
"4175",47890,"AL142012","NADINE",2012-09-13,"","TS",60,990,2012,0.70662
"4176",47891,"AL142012","NADINE",2012-09-13,"","TS",60,990,2012,0.70662
"4177",47892,"AL142012","NADINE",2012-09-13,"","TS",60,989,2012,0.70662
"4178",47893,"AL142012","NADINE",2012-09-14,"","TS",60,989,2012,0.70662
"4179",47894,"AL142012","NADINE",2012-09-14,"","TS",60,987,2012,0.70662
"4180",47895,"AL142012","NADINE",2012-09-14,"","TS",60,986,2012,0.70662
"4181",47896,"AL142012","NADINE",2012-09-14,"","HU",65,984,2012,0.70662
"4182",47897,"AL142012","NADINE",2012-09-15,"","HU",70,981,2012,0.70662
"4183",47898,"AL142012","NADINE",2012-09-15,"","HU",70,980,2012,0.70662
"4184",47899,"AL142012","NADINE",2012-09-15,"","HU",70,980,2012,0.70662
"4185",47900,"AL142012","NADINE",2012-09-15,"","HU",70,980,2012,0.70662
"4186",47901,"AL142012","NADINE",2012-09-16,"","HU",70,981,2012,0.70662
"4187",47902,"AL142012","NADINE",2012-09-16,"","HU",65,984,2012,0.70662
"4188",47903,"AL142012","NADINE",2012-09-16,"","HU",65,985,2012,0.70662
"4189",47904,"AL142012","NADINE",2012-09-16,"","HU",65,985,2012,0.70662
"4190",47905,"AL142012","NADINE",2012-09-17,"","TS",60,986,2012,0.70662
"4191",47906,"AL142012","NADINE",2012-09-17,"","TS",60,987,2012,0.70662
"4192",47907,"AL142012","NADINE",2012-09-17,"","TS",55,988,2012,0.70662
"4193",47908,"AL142012","NADINE",2012-09-17,"","TS",55,988,2012,0.70662
"4194",47909,"AL142012","NADINE",2012-09-18,"","TS",50,989,2012,0.70662
"4195",47910,"AL142012","NADINE",2012-09-18,"","TS",50,989,2012,0.70662
"4196",47911,"AL142012","NADINE",2012-09-18,"","TS",50,989,2012,0.70662
"4197",47912,"AL142012","NADINE",2012-09-18,"","TS",50,989,2012,0.70662
"4198",47913,"AL142012","NADINE",2012-09-19,"","TS",50,989,2012,0.70662
"4199",47914,"AL142012","NADINE",2012-09-19,"","TS",50,989,2012,0.70662
"4200",47915,"AL142012","NADINE",2012-09-19,"","TS",50,989,2012,0.70662
"4201",47916,"AL142012","NADINE",2012-09-19,"","TS",50,987,2012,0.70662
"4202",47917,"AL142012","NADINE",2012-09-20,"","TS",50,986,2012,0.70662
"4203",47918,"AL142012","NADINE",2012-09-20,"","TS",50,986,2012,0.70662
"4204",47919,"AL142012","NADINE",2012-09-20,"","TS",50,986,2012,0.70662
"4205",47920,"AL142012","NADINE",2012-09-20,"","TS",55,984,2012,0.70662
"4206",47921,"AL142012","NADINE",2012-09-21,"","TS",55,984,2012,0.70662
